flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
2472,4,40,Female,Loyal Customer,Business travel,Business,2,5,5,5,2,1,2,2,2,2,2,4,2,3,0
1598,0,47,Female,Loyal Customer,Business travel,Eco,1,3,3,3,2,4,4,1,1,1,1,3,1,1,0
209,13,23,Male,disloyal Customer,Business travel,Business,4,4,4,3,2,4,2,2,3,2,3,3,4,2,0
3760,0,57,Male,Loyal Customer,Business travel,Business,0,0,0,3,4,4,4,5,5,5,5,3,5,3,1
301,125,24,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,4,3,2,1,2,4,1
236,0,59,Female,Loyal Customer,Personal Travel,Eco,3,5,3,1,4,4,3,3,3,3,5,4,3,2,0
223,3,59,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1
862,10,10,Female,Loyal Customer,Personal Travel,Eco,4,4,4,4,3,4,3,3,4,4,4,2,4,3,1
3078,62,53,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,3,3,4,4,4,4,4,4,2,0
1011,8,51,Female,Loyal Customer,Business travel,Business,5,2,5,5,5,4,5,4,4,4,4,3,4,5,1
407,38,23,Male,disloyal Customer,Business travel,Business,4,0,3,5,4,3,4,4,4,3,5,3,4,4,1
304,3,16,Female,disloyal Customer,Business travel,Eco,0,0,0,3,3,0,3,3,4,1,5,2,1,3,1
516,44,26,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,4,3,4,4,3,5,2,4,3,4,0
1035,197,45,Male,Loyal Customer,Business travel,Eco Plus,5,2,2,2,5,5,5,2,2,3,4,5,4,5,1
999,13,25,Male,disloyal Customer,Business travel,Eco,3,3,3,4,4,3,4,4,3,3,5,5,4,4,0
196,0,11,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,2,2,2,2,5,3,4,4,5,2,0
1779,0,43,Male,Loyal Customer,Business travel,Business,1,1,4,1,2,4,5,5,5,4,5,4,5,3,1
2182,8,42,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,3,5,5,5,5,5,5,5,3,1
140,0,41,Male,Loyal Customer,Business travel,Eco,4,2,2,2,4,4,4,4,4,2,4,3,5,4,1
715,24,21,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,1,3,3,2,3,3,0
329,0,36,Male,Loyal Customer,Business travel,Eco Plus,5,4,4,4,5,5,5,5,1,5,4,1,2,5,1
2976,0,35,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,3,3,4,3,5,3,5,1
581,1,27,Male,Loyal Customer,Personal Travel,Eco,3,5,4,2,1,4,1,1,4,2,4,4,5,1,0
163,0,54,Male,Loyal Customer,Personal Travel,Eco,3,4,3,4,2,3,2,2,3,2,5,4,4,2,0
354,39,55,Female,Loyal Customer,Personal Travel,Eco,2,5,2,1,3,2,5,1,1,2,5,2,1,5,0
1514,1,62,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,4,2,3,4,4,1,3,1,4,4,0
762,24,38,Female,Loyal Customer,Personal Travel,Eco,4,4,4,3,5,4,5,5,4,4,5,3,4,5,1
639,84,69,Female,Loyal Customer,Personal Travel,Eco,1,2,1,4,4,4,3,1,1,1,1,1,1,3,0
1009,4,50,Female,Loyal Customer,Personal Travel,Eco,2,1,2,4,3,3,4,5,5,2,5,2,5,3,0
1935,2,25,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,5,4,5,5,4,4,5,1
983,0,19,Female,Loyal Customer,Personal Travel,Eco,1,5,1,1,1,1,1,1,5,5,5,5,4,1,0
646,0,55,Female,Loyal Customer,Personal Travel,Eco,3,2,3,4,4,3,4,5,5,3,5,4,5,3,0
1744,0,39,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,5,5,5,5,5,3,5,4,1
1035,0,40,Female,Loyal Customer,Business travel,Eco,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0
805,0,24,Female,disloyal Customer,Business travel,Eco,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0
1199,6,25,Male,disloyal Customer,Business travel,Eco,3,2,2,5,5,2,5,5,4,4,4,3,5,5,1
222,5,63,Male,Loyal Customer,Business travel,Business,4,4,4,4,1,1,1,4,4,4,5,3,4,5,1
1299,0,20,Male,Loyal Customer,Personal Travel,Eco,2,4,2,1,1,2,1,1,3,2,3,3,5,1,0
409,0,51,Male,Loyal Customer,Business travel,Business,3,4,4,4,5,3,4,3,3,3,3,1,3,2,0
621,23,39,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,5,4,5,5,5,5,3,5,5,1
2398,109,52,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,1,4,4,4,4,5,4,5,1
236,57,34,Female,Loyal Customer,Personal Travel,Eco,2,4,0,3,1,0,1,1,4,5,5,4,4,1,0
907,0,24,Female,Loyal Customer,Personal Travel,Eco,2,5,2,1,2,2,2,2,5,3,5,3,4,2,0
108,0,20,Male,disloyal Customer,Business travel,Eco,4,5,4,1,5,4,3,5,5,4,5,5,4,5,0
1222,0,25,Female,Loyal Customer,Business travel,Eco,5,4,4,4,5,5,5,5,1,3,1,2,3,5,1
3627,5,55,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,3,3,4,3,4,3,4,1
557,0,57,Male,Loyal Customer,Personal Travel,Business,2,2,2,3,1,4,3,3,3,2,2,3,3,2,0
3854,0,56,Male,Loyal Customer,Business travel,Business,4,3,4,4,2,5,5,1,1,2,1,5,1,4,1
2296,1,27,Male,disloyal Customer,Business travel,Eco Plus,2,2,2,3,5,2,5,5,4,5,2,1,2,5,0
2414,0,54,Female,Loyal Customer,Business travel,Business,1,1,3,1,2,4,4,5,5,5,5,3,5,5,1
257,0,16,Female,Loyal Customer,Personal Travel,Eco,1,2,0,2,2,0,2,2,2,5,3,4,2,2,0
425,14,45,Female,Loyal Customer,Personal Travel,Eco Plus,1,1,1,3,5,3,2,2,2,1,3,4,2,3,0
529,8,10,Female,Loyal Customer,Personal Travel,Eco Plus,1,4,1,3,1,1,1,1,4,2,5,5,5,1,0
1199,0,27,Male,disloyal Customer,Business travel,Business,0,0,0,1,4,0,4,4,5,3,5,3,5,4,1
1534,0,50,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,5,4,4,4,5,4,3,4,5,1
1464,0,50,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,4,1,4,1,4,2,0
1806,14,25,Male,Loyal Customer,Business travel,Business,2,2,1,2,2,2,2,2,2,3,3,1,4,2,0
2863,0,39,Male,Loyal Customer,Business travel,Business,3,3,5,5,5,4,3,3,3,3,3,2,3,2,0
812,5,48,Male,Loyal Customer,Business travel,Business,2,2,3,2,2,5,5,5,5,5,5,4,5,3,1
2434,0,40,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,4,3,3,3,3,3,3,3,1
3560,6,45,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,4,5,5,5,5,5,5,4,1
384,15,52,Male,Loyal Customer,Business travel,Business,3,5,4,4,4,4,3,3,3,3,3,3,3,4,0
1905,1,57,Male,Loyal Customer,Business travel,Business,3,3,2,3,3,4,5,2,2,2,2,4,2,3,1
2248,18,57,Female,Loyal Customer,Business travel,Business,4,3,4,4,5,4,4,3,3,3,3,5,3,5,1
236,6,37,Female,Loyal Customer,Personal Travel,Eco,2,4,0,4,3,0,3,3,5,5,5,5,5,3,0
964,0,59,Female,Loyal Customer,Personal Travel,Eco Plus,3,1,3,4,5,4,3,4,4,3,4,3,4,1,0
3338,0,32,Female,Loyal Customer,Business travel,Business,5,2,5,5,3,3,3,3,2,2,1,5,5,3,1
2846,18,59,Female,Loyal Customer,Business travel,Business,3,3,2,3,2,5,4,5,5,5,5,5,5,5,1
110,0,26,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,5,3,5,2,4,4,4,1,5,1
1091,0,24,Female,disloyal Customer,Business travel,Eco,2,2,2,1,3,2,3,3,5,2,3,5,4,3,0
2663,0,58,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,5,4,5,5,5,5,3,5,5,1
449,9,56,Male,Loyal Customer,Personal Travel,Business,5,4,5,4,5,5,5,2,2,5,2,4,2,5,1
296,0,53,Female,Loyal Customer,Personal Travel,Eco,4,4,4,3,1,3,3,2,2,4,2,2,2,1,1
2358,0,22,Male,Loyal Customer,Personal Travel,Business,3,5,4,3,4,3,3,3,4,5,5,3,3,3,0
3331,41,49,Male,Loyal Customer,Business travel,Business,2,4,4,4,3,4,3,2,2,2,2,4,2,4,0
987,0,38,Male,Loyal Customer,Personal Travel,Eco,1,4,0,1,2,0,2,2,5,4,4,3,4,2,0
589,0,22,Female,disloyal Customer,Business travel,Eco,4,3,4,2,5,4,5,5,4,2,5,4,1,5,0
1896,2,56,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,4,4,4,5,4,3,4,5,1
2078,0,57,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,4,5,5,5,5,5,4,5,3,1
761,0,25,Male,disloyal Customer,Business travel,Business,3,0,3,5,3,3,1,3,5,2,4,4,4,3,0
304,14,27,Male,Loyal Customer,Personal Travel,Eco Plus,4,3,4,2,1,4,1,1,5,3,2,5,3,1,0
2438,0,60,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,5,4,4,4,4,4,5,4,3,1
2102,0,54,Female,Loyal Customer,Business travel,Business,4,3,4,4,5,5,4,2,2,2,2,4,2,3,1
546,20,27,Female,disloyal Customer,Business travel,Eco,3,1,3,2,2,3,2,2,4,5,2,4,2,2,0
289,29,20,Male,Loyal Customer,Personal Travel,Eco,3,3,3,3,4,3,4,4,2,1,4,3,4,4,0
201,45,22,Male,disloyal Customer,Business travel,Eco,2,4,2,4,5,2,5,5,4,5,4,5,4,5,0
135,0,46,Male,Loyal Customer,Business travel,Business,2,2,5,2,3,4,5,5,5,5,4,4,5,4,1
403,0,13,Male,Loyal Customer,Personal Travel,Eco,2,5,4,3,1,4,1,1,5,5,4,3,4,1,0
1262,25,50,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,5,5,5,4,5,5,5,4,1
2076,0,43,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,2,4,5,5,5,5,1,5,5,1
414,1,79,Male,Loyal Customer,Business travel,Eco,2,1,1,1,2,2,2,2,1,2,3,1,3,2,0
1121,11,36,Female,disloyal Customer,Business travel,Eco,3,3,3,4,5,3,5,5,2,3,1,3,5,5,0
1235,0,26,Male,Loyal Customer,Personal Travel,Eco,3,4,4,2,5,4,1,5,4,2,5,3,5,5,0
780,0,46,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,5,2,4,5,3,2,4,5,5,5,0
158,0,14,Male,Loyal Customer,Personal Travel,Eco,2,4,2,1,2,2,2,2,3,2,4,1,5,2,0
2572,36,14,Male,Loyal Customer,Business travel,Business,3,1,1,1,3,3,3,3,4,4,3,2,4,3,0
501,0,25,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,1,3,4,1,4,5,4,3,4,1,0
1416,0,42,Female,Loyal Customer,Business travel,Eco,3,2,2,2,4,4,3,3,3,3,3,2,3,3,0
419,0,32,Female,Loyal Customer,Business travel,Eco,4,4,4,4,4,4,4,4,1,3,4,2,4,4,0
1744,25,27,Female,Loyal Customer,Personal Travel,Eco,4,5,4,3,4,4,4,4,4,5,5,5,5,4,0
353,8,23,Female,Loyal Customer,Personal Travel,Eco,1,4,1,2,1,1,2,1,3,3,5,3,5,1,0
226,0,11,Female,Loyal Customer,Personal Travel,Eco,1,1,1,3,2,1,2,2,4,5,3,2,4,2,0
361,1,66,Female,Loyal Customer,Personal Travel,Eco,3,4,3,1,5,4,4,2,2,3,5,5,2,3,0
3545,27,67,Male,Loyal Customer,Business travel,Business,2,5,5,5,5,3,2,2,2,2,2,2,2,2,0
1631,0,47,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,5,4,4,5,4,3,4,4,1
1009,0,18,Female,disloyal Customer,Business travel,Eco,2,2,2,4,4,2,4,4,5,2,5,4,4,4,0
2510,0,50,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,4,4,5,5,5,5,4,5,3,1
3493,0,33,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,4,5,4,4,4,4,3,4,4,1
677,7,67,Male,Loyal Customer,Business travel,Business,4,1,4,4,3,5,4,5,5,5,5,5,5,4,1
1062,0,30,Female,disloyal Customer,Business travel,Business,4,4,4,1,1,4,1,1,5,3,4,5,4,1,1
952,0,36,Male,disloyal Customer,Business travel,Eco,2,2,2,2,3,2,3,3,2,5,1,4,2,3,0
966,1,51,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,4,4,4,4,5,4,5,1
2358,5,28,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,1,1,4,2,5,5,5,1
67,0,43,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,3,4,4,4,4,3,4,4,4,3,0
3800,1,42,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,4,4,4,4,4,4,5,4,5,1
279,16,39,Male,Loyal Customer,Business travel,Eco,2,5,1,5,2,2,2,2,2,2,4,1,3,2,0
239,0,62,Female,Loyal Customer,Business travel,Business,2,3,3,3,2,3,3,2,2,3,2,3,2,4,0
3629,0,30,Female,Loyal Customer,Business travel,Business,4,4,1,4,4,4,4,4,1,5,2,1,3,4,0
1605,38,57,Male,Loyal Customer,Business travel,Business,5,5,2,5,2,5,4,3,3,3,3,3,3,3,1
867,0,29,Male,disloyal Customer,Business travel,Business,2,2,2,4,3,2,3,3,4,3,4,3,5,3,0
936,0,13,Male,disloyal Customer,Business travel,Eco,2,2,2,4,2,2,2,2,3,3,5,5,5,2,0
579,2,48,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,1,1,5,3,3,2,3,3,3,1,0
214,3,18,Male,Loyal Customer,Personal Travel,Eco Plus,1,0,1,4,2,1,2,2,1,2,4,1,4,2,0
1670,125,21,Male,Loyal Customer,Business travel,Business,3,2,2,2,3,3,3,3,1,1,3,2,4,3,0
2611,35,32,Female,Loyal Customer,Business travel,Business,2,2,3,2,5,5,5,5,4,5,5,5,3,5,1
762,0,64,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,2,4,3,5,5,2,5,3,5,1,0
462,0,38,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,5,4,5,5,5,5,5,5,3,1
1876,8,45,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,4,4,5,5,5,5,4,5,3,1
622,0,57,Female,Loyal Customer,Personal Travel,Business,4,4,3,3,4,4,4,1,1,3,3,3,1,4,0
2050,24,36,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,1,3,4,2,5,1,5,1
1514,0,31,Female,Loyal Customer,Business travel,Business,3,3,1,3,5,5,5,5,3,4,4,4,4,5,1
3978,0,35,Female,Loyal Customer,Business travel,Business,2,4,3,4,1,3,3,2,2,2,2,4,2,4,0
606,0,10,Female,disloyal Customer,Business travel,Eco,4,1,4,3,3,4,3,3,2,1,3,1,4,3,0
1521,3,44,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,4,4,3,4,3,3,4,4,3,5,5,3,0
1107,0,47,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,4,4,4,4,4,5,4,3,1
2447,282,67,Female,Loyal Customer,Personal Travel,Eco,1,3,1,4,1,3,3,2,1,3,4,3,3,3,0
929,0,50,Male,Loyal Customer,Personal Travel,Eco,3,4,3,3,1,3,1,1,3,2,4,4,4,1,0
1663,0,36,Female,Loyal Customer,Business travel,Business,5,3,5,5,4,4,5,3,3,3,3,3,3,3,1
1222,7,39,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,4,4,5,5,5,5,3,5,3,1
2402,0,21,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,3,3,5,5,4,4,1
387,0,21,Female,Loyal Customer,Personal Travel,Eco,2,4,2,3,1,2,1,1,4,4,5,4,5,1,0
391,10,42,Male,Loyal Customer,Business travel,Business,2,1,1,1,1,2,3,2,2,2,2,2,2,4,0
1504,0,27,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,1,2,1,1,5,2,4,3,5,1,0
707,6,37,Male,disloyal Customer,Business travel,Business,1,0,0,2,1,0,1,1,4,3,4,5,4,1,0
163,0,37,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,2,1,4,4,4,3,5,4,1,1
226,4,36,Female,Loyal Customer,Business travel,Business,2,5,5,5,4,3,4,2,2,2,2,2,2,1,0
86,0,27,Male,disloyal Customer,Business travel,Eco,3,5,3,3,5,3,5,5,5,1,5,5,5,5,0
364,0,66,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,3,1,4,4,3,2,0
2258,50,52,Female,Loyal Customer,Business travel,Business,1,1,4,4,2,3,3,1,1,1,1,4,1,4,0
2300,2,50,Female,Loyal Customer,Personal Travel,Business,2,4,2,1,5,5,4,5,5,2,5,5,5,3,0
888,241,28,Male,disloyal Customer,Business travel,Business,4,4,4,3,4,4,4,2,4,3,3,4,3,4,0
1771,15,31,Female,disloyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,4,4,5,4,4,3,0
550,3,72,Male,disloyal Customer,Business travel,Eco,1,2,1,3,1,1,1,1,3,2,3,4,3,1,0
872,0,27,Male,disloyal Customer,Business travel,Eco,4,4,4,4,3,4,3,3,1,5,4,4,3,3,0
533,0,54,Male,Loyal Customer,Personal Travel,Business,5,4,5,4,4,4,5,1,1,5,1,4,1,3,1
950,0,43,Male,Loyal Customer,Personal Travel,Eco,1,3,1,4,4,1,4,4,5,2,4,5,1,4,0
669,8,49,Male,Loyal Customer,Personal Travel,Eco,5,4,4,3,5,4,5,5,5,4,5,4,4,5,1
628,157,20,Male,Loyal Customer,Personal Travel,Eco,3,5,3,1,3,4,4,4,3,3,3,4,1,4,0
577,50,66,Male,Loyal Customer,Personal Travel,Eco,1,4,1,3,5,1,5,5,3,2,4,4,4,5,0
283,16,25,Male,Loyal Customer,Business travel,Business,0,0,0,1,3,3,3,3,5,3,4,5,5,3,1
589,0,36,Male,Loyal Customer,Business travel,Eco,4,2,2,2,4,4,4,4,5,4,4,4,5,4,1
102,0,43,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,2,3,4,4,4,3,5,4,3,1
2598,0,58,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,4,5,4,4,4,4,5,4,4,1
969,0,27,Female,disloyal Customer,Business travel,Business,4,4,4,5,5,4,5,5,5,5,3,3,5,5,1
645,68,59,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,4,5,4,4,4,4,3,4,3,1
1172,0,49,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,4,4,4,4,5,4,3,4,5,1
2456,89,67,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,3,4,2,2,2,2,2,2,1,0
236,0,36,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,3,2,3,3,3,3,5,4,4,3,0
1928,0,28,Female,Loyal Customer,Business travel,Business,5,5,3,5,4,4,4,4,5,5,5,3,5,4,1
1020,0,23,Male,disloyal Customer,Business travel,Business,4,5,4,1,4,4,4,4,3,4,5,3,5,4,1
255,0,23,Male,disloyal Customer,Business travel,Business,5,4,5,3,1,5,1,1,5,5,5,5,5,1,1
228,0,37,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,4,4,4,3,4,4,1
1074,0,9,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,5,2,5,5,4,5,3,1,4,5,0
480,2,44,Female,disloyal Customer,Business travel,Business,3,3,3,4,4,3,4,4,3,3,4,5,4,4,1
196,0,27,Female,disloyal Customer,Business travel,Eco Plus,2,3,3,4,4,3,2,4,2,1,4,4,3,4,0
746,0,36,Male,Loyal Customer,Personal Travel,Eco,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0
438,0,64,Female,Loyal Customer,Personal Travel,Eco,3,4,3,4,3,4,5,3,3,3,3,5,3,4,0
1042,0,35,Male,Loyal Customer,Business travel,Business,3,2,2,2,2,4,3,3,3,3,3,3,3,2,0
957,0,41,Male,Loyal Customer,Personal Travel,Eco,4,5,5,2,4,5,4,4,3,3,4,3,5,4,0
404,0,58,Female,disloyal Customer,Business travel,Business,2,2,2,1,1,2,2,1,3,5,4,5,4,1,0
1076,47,22,Male,Loyal Customer,Business travel,Eco,5,1,1,1,5,5,5,5,3,1,2,2,1,5,1
1199,84,50,Male,Loyal Customer,Business travel,Eco Plus,2,5,5,5,2,2,2,2,3,5,3,3,3,2,0
3272,0,35,Female,Loyal Customer,Business travel,Business,3,3,1,3,4,3,3,3,3,3,3,3,3,3,0
456,25,68,Male,Loyal Customer,Personal Travel,Eco,2,3,2,1,2,2,2,2,4,1,4,2,5,2,0
952,0,25,Female,disloyal Customer,Business travel,Business,4,2,4,1,4,4,4,4,4,5,4,3,5,4,1
1091,3,56,Female,Loyal Customer,Business travel,Eco,5,4,4,4,2,4,5,5,5,5,5,4,5,1,1
616,16,22,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,2,2,2,2,4,3,3,2,3,2,0
406,0,46,Female,Loyal Customer,Business travel,Eco,4,1,1,1,1,1,3,4,4,4,4,3,4,3,1
270,0,53,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,5,5,5,5,4,5,3,1
405,0,35,Female,Loyal Customer,Personal Travel,Eco,3,5,3,1,4,3,5,4,4,5,4,5,5,4,0
594,6,65,Male,Loyal Customer,Personal Travel,Eco,2,3,2,1,4,2,4,4,2,5,4,2,4,4,0
932,18,70,Male,Loyal Customer,Personal Travel,Eco Plus,4,2,4,4,3,4,3,3,1,4,3,4,3,3,0
3870,9,35,Male,Loyal Customer,Business travel,Business,2,1,1,1,3,3,3,2,2,2,2,1,2,3,0
1092,43,56,Female,Loyal Customer,Personal Travel,Eco,1,4,1,4,3,4,3,4,4,1,4,5,4,4,0
1050,0,23,Female,disloyal Customer,Business travel,Eco,2,2,2,3,1,2,1,1,2,1,4,2,3,1,0
3986,0,50,Female,Loyal Customer,Business travel,Business,3,4,4,4,1,2,3,3,3,3,3,3,3,3,0
597,0,25,Male,Loyal Customer,Personal Travel,Eco,2,4,2,3,4,2,4,4,4,5,3,2,4,4,0
946,2,55,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,2,4,5,5,5,5,3,5,1,1
762,42,25,Male,disloyal Customer,Business travel,Eco,3,3,3,1,5,3,5,5,3,3,5,2,2,5,0
1670,3,56,Male,Loyal Customer,Personal Travel,Eco,3,1,3,2,1,3,1,1,3,1,3,1,2,1,0
2417,74,25,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,5,4,2,5,4,4,5,1
1075,0,47,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,2,3,1,2,2,3,2,4,2,4,0
3252,27,55,Female,Loyal Customer,Business travel,Business,2,4,2,2,4,3,3,5,5,5,5,2,5,1,1
258,82,34,Male,disloyal Customer,Business travel,Business,4,4,4,1,1,4,1,1,3,4,5,4,4,1,0
2806,2,55,Male,Loyal Customer,Business travel,Business,3,3,4,3,3,4,3,3,3,3,3,2,3,2,0
236,0,22,Female,disloyal Customer,Business travel,Eco,1,4,1,2,2,1,2,2,5,2,5,3,5,2,0
1180,6,33,Female,Loyal Customer,Personal Travel,Eco,3,5,4,3,5,4,5,5,3,5,4,3,4,5,0
2303,0,39,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,4,5,5,5,5,5,3,5,3,1
1020,0,27,Male,disloyal Customer,Business travel,Business,4,4,4,1,1,4,1,1,5,2,5,3,4,1,1
2172,0,28,Female,disloyal Customer,Business travel,Eco,4,4,4,3,1,4,1,1,1,5,4,3,3,1,0
3130,7,23,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,3,5,2,1,2,3,0
862,0,42,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,2,2,2,1,1,2,1,4,1,2,0
1258,0,52,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,5,4,4,4,4,4,4,4,4,1
2535,8,44,Male,Loyal Customer,Business travel,Business,2,5,5,5,3,2,2,2,2,2,2,2,2,2,0
89,0,45,Female,disloyal Customer,Business travel,Eco,1,0,0,2,2,0,3,2,5,5,5,3,2,2,0
533,0,22,Female,Loyal Customer,Personal Travel,Business,1,4,1,1,2,1,5,2,3,5,4,4,5,2,0
2454,0,12,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,2,2,1,2,2,2,3,3,3,2,0
588,0,21,Female,disloyal Customer,Business travel,Eco,4,2,5,4,3,5,3,3,2,3,4,3,4,3,0
1674,0,37,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,4,1,1,4,2,5,3,1,4,4,0
296,0,53,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,1,5,4,4,4,4,2,4,3,1
507,9,62,Female,Loyal Customer,Personal Travel,Eco,3,4,3,3,5,4,4,3,3,3,3,3,3,2,0
2521,8,40,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,4,4,4,4,4,3,4,5,1
526,0,28,Female,Loyal Customer,Personal Travel,Eco,2,4,2,4,2,2,2,2,4,4,4,2,3,2,0
432,7,69,Male,Loyal Customer,Personal Travel,Eco,2,2,2,3,5,2,5,5,4,5,4,2,3,5,0
1046,0,18,Female,Loyal Customer,Business travel,Eco,0,3,0,4,4,0,5,4,4,5,5,4,1,4,1
308,0,44,Male,Loyal Customer,Business travel,Eco,4,5,5,5,4,4,4,4,4,5,5,2,2,4,1
536,3,44,Male,disloyal Customer,Business travel,Eco Plus,4,4,4,4,3,4,2,3,2,2,4,1,3,3,0
262,5,55,Male,Loyal Customer,Business travel,Eco,4,5,5,5,4,4,4,4,2,2,1,1,4,4,1
1185,21,38,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,3,4,5,5,5,5,1,5,2,1
431,0,47,Male,Loyal Customer,Personal Travel,Eco,3,5,3,2,3,3,3,3,5,2,5,5,5,3,0
405,21,60,Male,Loyal Customer,Business travel,Business,4,4,5,4,3,4,5,4,4,4,4,4,4,3,1
226,0,36,Male,disloyal Customer,Business travel,Business,4,4,4,1,3,4,5,3,4,2,3,1,3,3,0
224,0,64,Male,Loyal Customer,Business travel,Eco,5,2,2,2,5,5,5,5,1,4,4,4,5,5,1
746,108,52,Female,Loyal Customer,Personal Travel,Eco,4,4,4,2,3,5,4,5,5,4,5,4,5,4,0
541,11,37,Male,Loyal Customer,Business travel,Eco Plus,1,5,5,5,1,1,1,1,2,5,3,1,4,1,0
997,6,45,Female,Loyal Customer,Personal Travel,Eco,2,3,3,2,2,5,4,4,4,3,4,1,4,5,0
101,0,8,Male,Loyal Customer,Personal Travel,Eco,3,5,3,2,5,3,5,5,3,2,5,4,5,5,0
867,1,51,Female,Loyal Customer,Personal Travel,Eco,3,4,2,3,3,4,5,2,2,2,2,5,2,4,0
2782,0,24,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,1,4,4,3,3,3,0
2616,29,45,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,4,4,3,3,3,3,1,3,3,0
214,0,56,Male,Loyal Customer,Business travel,Business,3,1,3,3,2,5,5,4,4,4,4,5,4,4,1
234,0,42,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,3,3,3,3,3,2,3,1,0
228,16,36,Female,Loyal Customer,Business travel,Eco,5,4,4,4,5,5,5,5,5,4,1,1,1,5,1
